,n4,Pc_val,depth,equation,expected_cd4,expected_cd8,cd4_cd4_calculated,cd8_cd8_calculated
78,22.19307077175994,0.7077604430777604,4,"CD8_0, CD8_4",10.0,0.0,9.999999999999991,1.1258355359089478e-15
79,4.2257615159571245,0.14294750107318402,5,"CD8_0, CD8_1",10.0,0.0,10.0,0.5284414359696804
80,4.2257615159571245,0.14294750107318402,5,"CD8_0, CD8_1",10.0,0.0,10.0,0.5284414359696804
81,4.2257615159571245,0.14294750107318402,5,"CD8_0, CD8_1",10.0,0.0,10.0,0.5284414359696804
82,15.774238484042685,0.857052498926816,5,"CD8_0, CD8_1",10.0,0.0,9.999999999999881,0.5284414359697044
83,15.774238484042685,0.857052498926816,5,"CD8_0, CD8_1",10.0,0.0,9.999999999999881,0.5284414359697044
84,15.774238484042685,0.857052498926816,5,"CD8_0, CD8_1",10.0,0.0,9.999999999999881,0.5284414359697044
85,15.774238484042685,0.857052498926816,5,"CD8_0, CD8_1",10.0,0.0,9.999999999999881,0.5284414359697044
86,15.774238484042685,0.857052498926816,5,"CD8_0, CD8_1",10.0,0.0,9.999999999999881,0.5284414359697044
87,15.774238484042685,0.857052498926816,5,"CD8_0, CD8_1",10.0,0.0,9.999999999999881,0.5284414359697044
88,15.774238484042685,0.857052498926816,5,"CD8_0, CD8_1",10.0,0.0,9.999999999999881,0.5284414359697044
89,0.3703042797011301,0.20327221317923536,5,"CD8_0, CD8_2",10.0,0.0,9.999999999999998,0.021901008525573525
90,-24.61281948265001,0.37019648402298144,5,"CD8_0, CD8_2",10.0,0.0,10.000000000000002,-0.18252096856153313
91,0.3703042797011301,0.20327221317923536,5,"CD8_0, CD8_2",10.0,0.0,9.999999999999998,0.021901008525573525
92,0.3703042797011301,0.20327221317923536,5,"CD8_0, CD8_2",10.0,0.0,9.999999999999998,0.021901008525573525
93,44.612819482649954,0.6298035159770186,5,"CD8_0, CD8_2",10.0,0.0,9.999999999999991,-0.18252096856153277
94,44.612819482649954,0.6298035159770186,5,"CD8_0, CD8_2",10.0,0.0,9.999999999999991,-0.18252096856153277
95,44.612819482649954,0.6298035159770186,5,"CD8_0, CD8_2",10.0,0.0,9.999999999999991,-0.18252096856153277
96,19.62969572029896,0.7967277868207646,5,"CD8_0, CD8_2",10.0,0.0,10.000000000000044,0.021901008525568123
97,19.62969572029896,0.7967277868207646,5,"CD8_0, CD8_2",10.0,0.0,10.000000000000044,0.021901008525568123
98,19.62969572029896,0.7967277868207646,5,"CD8_0, CD8_2",10.0,0.0,10.000000000000044,0.021901008525568123
99,-0.04130662929993438,0.20869930622623806,5,"CD8_0, CD8_4",10.0,0.0,9.999999999999998,-0.0021139486564410582
100,-0.04130662929993438,0.20869930622623806,5,"CD8_0, CD8_4",10.0,0.0,9.999999999999998,-0.0021139486564410582
101,20.04130662930004,0.7913006937737619,5,"CD8_0, CD8_4",10.0,0.0,10.000000000000048,-0.002113948656446775
102,20.04130662930004,0.7913006937737619,5,"CD8_0, CD8_4",10.0,0.0,10.000000000000048,-0.002113948656446775
103,20.04130662930004,0.7913006937737619,5,"CD8_0, CD8_4",10.0,0.0,10.000000000000048,-0.002113948656446775
104,20.04130662930004,0.7913006937737619,5,"CD8_0, CD8_4",10.0,0.0,10.000000000000048,-0.002113948656446775
105,20.04130662930004,0.7913006937737619,5,"CD8_0, CD8_4",10.0,0.0,10.000000000000048,-0.002113948656446775
106,20.04130662930004,0.7913006937737619,5,"CD8_0, CD8_4",10.0,0.0,10.000000000000048,-0.002113948656446775
107,-0.0028127048313464622,0.20819879886968418,5,"CD8_0, CD8_5",10.0,0.0,9.999999999999998,5.870954764009007e-17
108,-0.0028127048313464622,0.20819879886968418,5,"CD8_0, CD8_5",10.0,0.0,9.999999999999998,5.870954764009007e-17
109,20.002812704831275,0.7918012011303158,5,"CD8_0, CD8_5",10.0,0.0,9.999999999999963,4.028624222413013e-15
110,20.002812704831275,0.7918012011303158,5,"CD8_0, CD8_5",10.0,0.0,9.999999999999963,4.028624222413013e-15
111,20.002812704831275,0.7918012011303158,5,"CD8_0, CD8_5",10.0,0.0,9.999999999999963,4.028624222413013e-15
112,20.002812704831275,0.7918012011303158,5,"CD8_0, CD8_5",10.0,0.0,9.999999999999963,4.028624222413013e-15
113,20.002812704831275,0.7918012011303158,5,"CD8_0, CD8_5",10.0,0.0,9.999999999999963,4.028624222413013e-15
114,20.002812704831275,0.7918012011303158,5,"CD8_0, CD8_5",10.0,0.0,9.999999999999963,4.028624222413013e-15
