,n4,Pc_val,depth,equation,cd4_cd4_calculated,cd8_cd8_calculated
0,14.055147245279299,0.08481392351497108,2,"CD8_0, CD8_1",337.00000000000006,10.0
1,14.055147245279299,0.08481392351497108,2,"CD8_0, CD8_1",337.00000000000006,10.0
2,14.055147245279299,0.08481392351497108,2,"CD8_0, CD8_1",337.00000000000006,10.0
3,371.94485275472107,0.9151860764850289,2,"CD8_0, CD8_1",337.00000000000034,9.999999999999753
4,371.94485275472107,0.9151860764850289,2,"CD8_0, CD8_1",337.00000000000034,9.999999999999753
5,371.94485275472107,0.9151860764850289,2,"CD8_0, CD8_1",337.00000000000034,9.999999999999753
6,371.94485275472107,0.9151860764850289,2,"CD8_0, CD8_1",337.00000000000034,9.999999999999753
7,371.94485275472107,0.9151860764850289,2,"CD8_0, CD8_1",337.00000000000034,9.999999999999753
8,371.94485275472107,0.9151860764850289,2,"CD8_0, CD8_1",337.00000000000034,9.999999999999753
9,14.055147245279299,0.08481392351497108,2,"CD8_0, CD8_2",337.00000000000006,10.0
10,14.055147245279299,0.08481392351497108,2,"CD8_0, CD8_2",337.00000000000006,10.0
11,14.055147245279299,0.08481392351497108,2,"CD8_0, CD8_2",337.00000000000006,10.0
12,371.94485275472107,0.9151860764850289,2,"CD8_0, CD8_2",337.00000000000034,9.999999999999753
13,371.94485275472107,0.9151860764850289,2,"CD8_0, CD8_2",337.00000000000034,9.999999999999753
14,371.94485275472107,0.9151860764850289,2,"CD8_0, CD8_2",337.00000000000034,9.999999999999753
15,371.94485275472107,0.9151860764850289,2,"CD8_0, CD8_2",337.00000000000034,9.999999999999753
16,371.94485275472107,0.9151860764850289,2,"CD8_0, CD8_2",337.00000000000034,9.999999999999753
17,371.94485275472107,0.9151860764850289,2,"CD8_0, CD8_2",337.00000000000034,9.999999999999753
18,5.176750271921398,0.11587837427206109,3,"CD8_0, CD8_1",110.99999999999999,1.9211055772742205
19,5.176750271921398,0.11587837427206109,3,"CD8_0, CD8_1",110.99999999999999,1.9211055772742205
20,5.176750271921398,0.11587837427206109,3,"CD8_0, CD8_1",110.99999999999999,1.9211055772742205
21,5.176750271921398,0.11587837427206109,3,"CD8_0, CD8_1",110.99999999999999,1.9211055772742205
22,139.8232497280787,0.884121625727939,3,"CD8_0, CD8_1",111.0000000000001,1.9211055772741825
23,139.8232497280787,0.884121625727939,3,"CD8_0, CD8_1",111.0000000000001,1.9211055772741825
24,139.8232497280787,0.884121625727939,3,"CD8_0, CD8_1",111.0000000000001,1.9211055772741825
25,139.8232497280787,0.884121625727939,3,"CD8_0, CD8_1",111.0000000000001,1.9211055772741825
26,29.761562429427435,0.019795568224795765,3,"CD8_0, CD8_2",110.99999999999999,24.571452034954397
27,7.789352807315285,0.10702518899956297,3,"CD8_0, CD8_2",111.00000000000001,3.079710755743275
28,7.789352807315285,0.10702518899956297,3,"CD8_0, CD8_2",111.00000000000001,3.079710755743275
29,7.789352807315285,0.10702518899956297,3,"CD8_0, CD8_2",111.00000000000001,3.079710755743275
30,137.21064719268452,0.8929748110004371,3,"CD8_0, CD8_2",110.99999999999986,3.0797107557433536
31,29.761562429427435,0.019795568224795765,3,"CD8_0, CD8_2",110.99999999999999,24.571452034954397
32,137.21064719268452,0.8929748110004371,3,"CD8_0, CD8_2",110.99999999999986,3.0797107557433536
33,137.21064719268452,0.8929748110004371,3,"CD8_0, CD8_2",110.99999999999986,3.0797107557433536
34,7.789352807315285,0.10702518899956297,3,"CD8_0, CD8_2",111.00000000000001,3.079710755743275
35,137.21064719268452,0.8929748110004371,3,"CD8_0, CD8_2",110.99999999999986,3.0797107557433536
36,2.8169517309257537,0.12362337723467998,3,"CD8_0, CD8_3",111.00000000000001,0.9999999999999999
37,2.8169517309257537,0.12362337723467998,3,"CD8_0, CD8_3",111.00000000000001,0.9999999999999999
38,2.8169517309257537,0.12362337723467998,3,"CD8_0, CD8_3",111.00000000000001,0.9999999999999999
39,142.18304826907422,0.87637662276532,3,"CD8_0, CD8_3",110.99999999999999,1.000000000000009
40,142.18304826907422,0.87637662276532,3,"CD8_0, CD8_3",110.99999999999999,1.000000000000009
41,142.18304826907422,0.87637662276532,3,"CD8_0, CD8_3",110.99999999999999,1.000000000000009
42,142.18304826907422,0.87637662276532,3,"CD8_0, CD8_3",110.99999999999999,1.000000000000009
43,142.18304826907422,0.87637662276532,3,"CD8_0, CD8_3",110.99999999999999,1.000000000000009
44,10.944419133321166,0.17717359883734504,4,"CD8_0, CD8_1",41.99999999999999,1.0185752402735486
45,10.944419133321166,0.17717359883734504,4,"CD8_0, CD8_1",41.99999999999999,1.0185752402735486
46,10.944419133321166,0.17717359883734504,4,"CD8_0, CD8_1",41.99999999999999,1.0185752402735486
47,72.05558086667814,0.8228264011626549,4,"CD8_0, CD8_1",41.999999999999595,1.0185752402736128
48,72.05558086667814,0.8228264011626549,4,"CD8_0, CD8_1",41.999999999999595,1.0185752402736128
49,72.05558086667814,0.8228264011626549,4,"CD8_0, CD8_1",41.999999999999595,1.0185752402736128
50,72.05558086667814,0.8228264011626549,4,"CD8_0, CD8_1",41.999999999999595,1.0185752402736128
51,72.05558086667814,0.8228264011626549,4,"CD8_0, CD8_1",41.999999999999595,1.0185752402736128
52,72.05558086667814,0.8228264011626549,4,"CD8_0, CD8_1",41.999999999999595,1.0185752402736128
53,9.639047311775212,0.18256693442121633,4,"CD8_0, CD8_3",42.0,0.8481949828117805
54,9.639047311775212,0.18256693442121633,4,"CD8_0, CD8_3",42.0,0.8481949828117805
