sim_id,true_Pc,true_n4,fitted_Pc,fitted_n4,cd4_cd4,cd8_cd8,error_Pc,error_n4,error_cd4_cd4
0,0.9151860764850289,372,0.9187123796820489,367.97803497575035,338,13,0.0035263031970199643,4.021965024249653,1
1,0.9151860764850289,372,0.8876712748464096,374.5720720055188,332,8,0.0275148016386193,2.5720720055188053,5
2,0.9151860764850289,372,0.905953453339206,378.00273314760665,342,6,0.00923262314582296,6.002733147606648,5
3,0.9151860764850289,372,0.9231389407663926,373.9395260411556,345,9,0.007952864281363659,1.9395260411556023,8
4,0.9151860764850289,372,0.8896783515140292,371.2867762181631,330,10,0.025507724970999734,0.7132237818369163,7
5,0.9151860764850289,372,0.9147237436606058,366.2605417808344,335,14,0.0004623328244230951,5.739458219165613,2
6,0.9151860764850289,372,0.8866395834836204,376.2382335611616,333,7,0.028546493001408546,4.238233561161621,4
7,0.9151860764850289,372,0.911712143432807,372.06093959217606,339,10,0.003473933052221878,0.06093959217605516,2
8,0.9151860764850289,372,0.9026813497043378,374.8506897579657,338,8,0.012504726780691144,2.8506897579657107,1
9,0.9151860764850289,372,0.9220861865916319,371.0422043588448,342,11,0.0069001101066029635,0.9577956411552009,5
10,0.9151860764850289,372,0.9316368790022322,371.50232284170073,346,11,0.016450802517203322,0.4976771582992683,9
11,0.9151860764850289,372,0.884095131142588,376.2219595538982,332,7,0.031090945342440945,4.221959553898216,5
12,0.9151860764850289,372,0.8886840218187574,372.9217744191674,331,9,0.026502054666271535,0.9217744191673773,6
13,0.9151860764850289,372,0.9124850117181064,370.5962253374613,338,11,0.0027010647669225563,1.4037746625386944,1
14,0.9151860764850289,372,0.8867577923690213,367.8353862075288,326,12,0.02842828411600762,4.164613792471187,11
15,0.9151860764850289,372,0.8955367577338916,369.8623318511504,331,11,0.01964931875113729,2.1376681488496274,6
16,0.9151860764850289,372,0.9068457517339601,371.87706481856713,337,10,0.008340324751068828,0.12293518143286519,0
17,0.9151860764850289,372,0.9210684573309756,368.11974161531043,339,13,0.005882380845946722,3.8802583846895686,2
18,0.9151860764850289,372,0.9084658488541858,368.8932991044679,335,12,0.006720227630843123,3.1067008955320716,2
19,0.9151860764850289,372,0.905953453339206,378.00273314760665,342,6,0.00923262314582296,6.002733147606648,5
20,0.9151860764850289,372,0.8876712748464096,374.5720720055188,332,8,0.0275148016386193,2.5720720055188053,5
21,0.9151860764850289,372,0.911712143432807,372.06093959217606,339,10,0.003473933052221878,0.06093959217605516,2
