sim_id,true_Pc,true_n4,fitted_Pc,fitted_n4,cd4_cd4,cd8_cd8,error_Pc,error_n4,error_cd4_cd4
0,0.84,372,0.8543303099838121,368.1273344156387,309,11,0.014330309983812128,3.8726655843613003,28
1,0.84,372,0.8203823282767642,374.87456149472325,300,8,0.019617671723235808,2.8745614947232525,37
2,0.84,372,0.841544069336769,376.412371630078,310,7,0.0015440693367689828,4.412371630077985,27
3,0.84,372,0.8429971702850176,374.2589983694319,309,8,0.0029971702850176696,2.258998369431879,28
4,0.84,372,0.8074159714736193,375.50937505628184,295,8,0.03258402852638065,3.50937505628184,42
5,0.84,372,0.8637866608222999,364.53740370126405,310,13,0.023786660822299965,7.462596298735946,27
6,0.84,372,0.8245824831274204,372.40691478469466,300,9,0.015417516872579529,0.40691478469466347,37
7,0.84,372,0.8247466480796564,379.32627414095225,305,6,0.015253351920343605,7.3262741409522505,32
8,0.84,372,0.8465127780691832,376.29089540806694,312,7,0.006512778069183267,4.290895408066945,25
9,0.84,372,0.8577957365207514,370.18293465078887,312,10,0.017795736520751393,1.8170653492111342,25
10,0.84,372,0.8565205343339279,372.14751407288674,313,9,0.016520534333927972,0.1475140728867359,24
11,0.84,372,0.8230618083878609,381.75073981693555,306,5,0.016938191612139053,9.75073981693555,31
12,0.84,372,0.8355524099858742,374.4007703041602,306,8,0.004447590014125757,2.400770304160176,31
13,0.84,372,0.8471945996934359,367.98148500954244,306,11,0.0071945996934359435,4.018514990457561,31
14,0.84,372,0.8660947460151954,360.8533375956613,308,15,0.026094746015195458,11.146662404338713,29
15,0.84,372,0.8311606251766047,370.03517430797746,301,10,0.008839374823395252,1.9648256920225435,36
16,0.84,372,0.8465127780691832,376.29089540806694,312,7,0.006512778069183267,4.290895408066945,25
17,0.84,372,0.8160775271457322,377.46595051684255,300,7,0.02392247285426774,5.465950516842554,37
18,0.84,372,0.8580904666251573,362.3092945250262,306,14,0.018090466625157342,9.69070547497381,31
19,0.84,372,0.8482331145388415,370.06394436236235,308,10,0.008233114538841568,1.9360556376376508,29
20,0.84,372,0.8169657548058247,372.6237561187985,297,9,0.023034245194175296,0.6237561187984966,40
21,0.84,372,0.8355524099858742,374.4007703041602,306,8,0.004447590014125757,2.400770304160176,31
22,0.84,372,0.8741206666133051,366.8722417476902,316,12,0.03412066661330515,5.127758252309775,21
23,0.84,372,0.837536495107059,378.6994620758665,310,6,0.002463504892941004,6.699462075866506,27
24,0.84,372,0.8404276695024809,363.5952756353514,300,13,0.00042766950248096514,8.404724364648587,37
25,0.84,372,0.8730260569438242,368.6614855691415,317,11,0.03302605694382421,3.3385144308584813,20
26,0.84,372,0.8340180249879888,376.64461313956184,307,7,0.005981975012011143,4.644613139561841,30
27,0.84,372,0.7954001961815598,370.99932028531543,287,10,0.0445998038184402,1.0006797146845656,50
28,0.84,372,0.8100351079154049,375.3621124539619,296,8,0.029964892084595074,3.362112453961913,41
29,0.84,372,0.8565205343339279,372.14751407288674,313,9,0.016520534333927972,0.1475140728867359,24
30,0.84,372,0.8530306585016767,370.11533190769234,310,10,0.013030658501676728,1.8846680923076633,27
31,0.84,372,0.8204394731539817,381.9403888088808,305,5,0.019560526846018278,9.940388808880812,32
32,0.84,372,0.841544069336769,376.412371630078,310,7,0.0015440693367689828,4.412371630077985,27
33,0.84,372,0.829603919053608,372.3005608336079,302,9,0.010396080946391995,0.30056083360790353,35
34,0.84,372,0.7994748233868498,376.02033810431647,292,8,0.04052517661315014,4.020338104316465,45
35,0.84,372,0.8236953061453337,370.1091997436896,298,10,0.016304693854666263,1.8908002563103992,39
36,0.84,372,0.8527938765246709,374.1512919474836,313,8,0.0127938765246709,2.151291947483628,24
37,0.84,372,0.841095827935345,380.69355754272976,313,5,0.0010958279353450173,8.693557542729764,24
38,0.84,372,0.8292288085687648,383.60117756460534,310,4,0.010771191431235172,11.601177564605337,27
39,0.84,372,0.8153069710984211,367.85018862311074,293,11,0.024693028901578873,4.149811376889261,44
40,0.84,372,0.8730260569438242,368.6614855691415,317,11,0.03302605694382421,3.3385144308584813,20
41,0.84,372,0.8565205343339279,372.14751407288674,313,9,0.016520534333927972,0.1475140728867359,24
42,0.84,372,0.8479132464159004,374.19435590567275,311,8,0.00791324641590041,2.194355905672751,26
43,0.84,372,0.8351288558306148,367.8225817416501,301,11,0.0048711441693851665,4.177418258349917,36
44,0.84,372,0.8414042133641597,365.75921786451295,302,12,0.0014042133641597454,6.240782135487052,35
45,0.84,372,0.8220551581655245,372.47119757713006,299,9,0.017944841834475422,0.47119757713005583,38
46,0.84,372,0.8684192323889467,372.26368656603375,318,9,0.028419232388946725,0.26368656603375484,19
47,0.84,372,0.805554231767552,378.152585451957,296,7,0.03444576823244794,6.152585451957009,41
48,0.84,372,0.833050967053658,374.461071517202,305,8,0.006949032946341971,2.461071517202015,32
49,0.84,372,0.8385337475098935,370.0160562772544,304,10,0.0014662524901064566,1.9839437227456074,33
50,0.84,372,0.8365367860217013,376.56013494401077,308,7,0.0034632139782986293,4.56013494401077,29
51,0.84,372,0.8447993278456766,367.9407670654734,305,11,0.004799327845676604,4.059232934526619,32
52,0.84,372,0.8509050132987686,366.01531182974554,306,12,0.010905013298768584,5.984688170254458,31
53,0.84,372,0.8204394731539817,381.9403888088808,305,5,0.019560526846018278,9.940388808880812,32
54,0.84,372,0.8790788669941584,374.22773987364286,324,8,0.03907886699415841,2.227739873642861,13
55,0.84,372,0.8576408488192954,374.12802070464306,315,8,0.017640848819295396,2.1280207046430633,22
56,0.84,372,0.8314888185930368,376.7365801341616,306,7,0.008511181406963164,4.736580134161613,31
57,0.84,372,0.842578761837944,378.5045964891317,312,6,0.0025787618379440325,6.5045964891317,25
58,0.84,372,0.8458216421044771,370.04480150210856,307,10,0.005821642104477109,1.9551984978914447,30
59,0.84,372,0.8509050132987686,366.01531182974554,306,12,0.010905013298768584,5.984688170254458,31
60,0.84,372,0.8563422822052144,376.11831665879635,316,7,0.016342282205214387,4.118316658796346,21
61,0.84,372,0.8360858403966819,370.0167845312153,303,10,0.00391415960331809,1.9832154687846923,34
62,0.84,372,0.8461715048119959,365.87984004537697,304,12,0.006171504811995909,6.120159954623034,33
63,0.84,372,0.8482331145388415,370.06394436236235,308,10,0.008233114538841568,1.9360556376376508,29
64,0.84,372,0.8684451189074838,376.0157346192841,321,7,0.028445118907483802,4.015734619284103,16
65,0.84,372,0.8719117595180061,370.46973356920284,318,10,0.03191175951800618,1.5302664307971554,19
66,0.84,372,0.8436297173261089,380.576400962823,314,5,0.00362971732610895,8.576400962823016,23
67,0.84,372,0.8492874148223184,372.1269534350939,310,9,0.00928741482231843,0.12695343509392387,27
68,0.84,372,0.8447993278456766,367.9407670654734,305,11,0.004799327845676604,4.059232934526619,32
69,0.84,372,0.8552214621729747,374.13728746290855,314,8,0.015221462172974709,2.137287462908546,23
70,0.84,372,0.8434014098717225,370.0302948170704,306,10,0.0034014098717225494,1.9697051829296015,31
71,0.84,372,0.8482331145388415,370.06394436236235,308,10,0.008233114538841568,1.9360556376376508,29
72,0.84,372,0.8447993278456766,367.9407670654734,305,11,0.004799327845676604,4.059232934526619,32
73,0.84,372,0.8314888185930368,376.7365801341616,306,7,0.008511181406963164,4.736580134161613,31
74,0.84,372,0.8458216421044771,370.04480150210856,307,10,0.005821642104477109,1.9551984978914447,30
75,0.84,372,0.8429971702850176,374.2589983694319,309,8,0.0029971702850176696,2.258998369431879,28
76,0.84,372,0.8071328008126805,383.0645189691969,300,5,0.03286719918731951,11.06451896919691,37
77,0.84,372,0.8468594912571127,372.1294214325794,309,9,0.006859491257112715,0.12942143257942007,28
78,0.84,372,0.8090070794641535,380.3988009215994,299,6,0.030992920535846458,8.398800921599388,38
79,0.84,372,0.8538978167739226,376.1532741583877,315,7,0.013897816773922655,4.153274158387717,22
80,0.84,372,0.805554231767552,378.152585451957,296,7,0.03444576823244794,6.152585451957009,41
81,0.84,372,0.8471945996934359,367.98148500954244,306,11,0.0071945996934359435,4.018514990457561,31
82,0.84,372,0.8090070794641535,380.3988009215994,299,6,0.030992920535846458,8.398800921599388,38
83,0.84,372,0.8527938765246709,374.1512919474836,313,8,0.0127938765246709,2.151291947483628,24
84,0.84,372,0.8730260569438242,368.6614855691415,317,11,0.03302605694382421,3.3385144308584813,20
85,0.84,372,0.8636270693766132,376.04311900537385,319,7,0.023627069376613186,4.043119005373853,18
86,0.84,372,0.860487857706413,358.5433125047416,304,16,0.020487857706413037,13.456687495258393,33
87,0.84,372,0.8458216421044771,370.04480150210856,307,10,0.005821642104477109,1.9551984978914447,30
88,0.84,372,0.8127787003296651,367.88393354862546,292,11,0.02722129967033482,4.116066451374536,45
89,0.84,372,0.8370573564616828,372.19174295437233,305,9,0.002942643538317191,0.19174295437233013,32
90,0.84,372,0.8819673462846795,365.46135388007025,318,13,0.041967346284679574,6.538646119929751,19
91,0.84,372,0.8400626103677715,378.59837897450706,311,6,6.261036777155393e-05,6.598378974507057,26
92,0.84,372,0.825303782381627,367.78671665202233,297,11,0.01469621761837292,4.213283347977665,40
93,0.84,372,0.8568595673010792,364.22524175140273,307,13,0.01685956730107918,7.774758248597266,30
94,0.84,372,0.8565205343339279,372.14751407288674,313,9,0.016520534333927972,0.1475140728867359,24
95,0.84,372,0.8399824293567434,367.87231908003287,303,11,1.757064325658142e-05,4.127680919967133,34
96,0.84,372,0.8254832451620407,374.68539453343755,302,8,0.014516754837959223,2.6853945334375453,35
97,0.84,372,0.8375603456477385,367.84500192177995,302,11,0.0024396543522614555,4.154998078220046,35
98,0.84,372,0.866081680956004,364.6461187681398,311,13,0.02608168095600405,7.353881231860214,26
99,0.84,372,0.8399824293567434,367.87231908003287,303,11,1.757064325658142e-05,4.127680919967133,34
