sim_id,true_Pc,true_n4,fitted_Pc,fitted_n4,cd4_cd4,cd8_cd8,error_Pc,error_n4,error_cd4_cd4
0,0.9700000000000001,372,0.9792535580587419,370.52870620925836,362,14,0.00925355805874184,1.4712937907416404,25
1,0.9700000000000001,372,0.968572636493853,370.9270752153931,358,13,0.001427363506147139,1.0729247846069256,21
2,0.9700000000000001,372,0.9746787617682694,372.46631516840847,362,12,0.004678761768269313,0.466315168408471,25
3,0.9700000000000001,372,0.9748849924606846,371.3468959511579,361,13,0.004884992460684523,0.653104048842124,24
4,0.9700000000000001,372,0.9727826367249486,371.20717621831915,360,13,0.002782636724948495,0.7928237816808519,23
5,0.9700000000000001,372,0.970678539748239,371.06722993595844,359,13,0.0006785397482389488,0.9327700640415628,22
6,0.9700000000000001,372,0.9683141913482676,372.07861509969604,359,12,0.0016858086517325122,0.0786150996960373,22
7,0.9700000000000001,372,0.9811822496930336,371.7645232807777,364,13,0.011182249693033497,0.23547671922227664,27
8,0.9700000000000001,372,0.9591272145872977,373.96345621230785,357,10,0.010872785412702424,1.9634562123078467,20
9,0.9700000000000001,372,0.9811822496930336,371.7645232807777,364,13,0.011182249693033497,0.23547671922227664,27
10,0.9700000000000001,372,0.9789131426105757,372.7241295931838,364,12,0.00891314261057563,0.7241295931838181,27
11,0.9700000000000001,372,0.9811822496930336,371.7645232807777,364,13,0.011182249693033497,0.23547671922227664,27
12,0.9700000000000001,372,0.9661889353169788,371.94920194601224,358,12,0.0038110646830212813,0.05079805398776216,21
13,0.9700000000000001,372,0.9854907994872254,370.9746393199869,365,14,0.015490799487225315,1.0253606800130797,28
14,0.9700000000000001,372,0.9622434251313342,370.50555065822147,355,13,0.0077565748686658775,1.4944493417785338,18
15,0.9700000000000001,372,0.970437536140385,372.20795230894475,360,12,0.00043753614038488653,0.2079523089447548,23
16,0.9700000000000001,372,0.9789131426105757,372.7241295931838,364,12,0.00891314261057563,0.7241295931838181,27
17,0.9700000000000001,372,0.9701925340217611,373.3511632967646,361,11,0.00019253402176100387,1.3511632967645824,24
18,0.9700000000000001,372,0.9619324140539469,371.6902356786349,356,12,0.008067585946053168,0.309764321365094,19
19,0.9700000000000001,372,0.9634600457319658,374.17621315235306,359,10,0.0065399542680343314,2.176213152353057,22
20,0.9700000000000001,372,0.9723317306076212,373.4694958639154,362,11,0.002331730607621152,1.4694958639154265,25
21,0.9700000000000001,372,0.9790847360335553,371.6255861904143,363,13,0.009084736033555196,0.3744138095856897,26
22,0.9700000000000001,372,0.970678539748239,371.06722993595844,359,13,0.0006785397482389488,0.9327700640415628,22
23,0.9700000000000001,372,0.9677843209222524,374.38985029956865,361,10,0.0022156790777476676,2.38985029956865,24
24,0.9700000000000001,372,0.9562535815500968,368.8678548293388,351,14,0.01374641844990332,3.132145170661204,14
25,0.9700000000000001,372,0.9813340800399134,370.6777454264348,363,14,0.011334080039913319,1.3222545735652034,26
26,0.9700000000000001,372,0.968572636493853,370.9270752153931,358,13,0.001427363506147139,1.0729247846069256,21
27,0.9700000000000001,372,0.9683141913482676,372.07861509969604,359,12,0.0016858086517325122,0.0786150996960373,22
28,0.9700000000000001,372,0.9637633734569238,372.9963720682592,358,11,0.006236626543076329,0.996372068259177,21
29,0.9700000000000001,372,0.9748849924606846,371.3468959511579,361,13,0.004884992460684523,0.653104048842124,24
30,0.9700000000000001,372,0.955161500834906,372.5247319492379,354,11,0.014838499165094055,0.5247319492378892,17
31,0.9700000000000001,372,0.9811822496930336,371.7645232807777,364,13,0.011182249693033497,0.23547671922227664,27
32,0.9700000000000001,372,0.970437536140385,372.20795230894475,360,12,0.00043753614038488653,0.2079523089447548,23
33,0.9700000000000001,372,0.9661889353169788,371.94920194601224,358,12,0.0038110646830212813,0.05079805398776216,21
34,0.9700000000000001,372,0.970678539748239,371.06722993595844,359,13,0.0006785397482389488,0.9327700640415628,22
35,0.9700000000000001,372,0.968572636493853,370.9270752153931,358,13,0.001427363506147139,1.0729247846069256,21
36,0.9700000000000001,372,0.9723317306076212,373.4694958639154,362,11,0.002331730607621152,1.4694958639154265,25
37,0.9700000000000001,372,0.9683141913482676,372.07861509969604,359,12,0.0016858086517325122,0.0786150996960373,22
38,0.9700000000000001,372,0.9612947367740834,374.06971032862674,358,10,0.008705263225916693,2.0697103286267406,21
39,0.9700000000000001,372,0.9792535580587419,370.52870620925836,362,14,0.00925355805874184,1.4712937907416404,25
40,0.9700000000000001,372,0.9725590373653015,372.3371924757707,361,12,0.0025590373653013865,0.3371924757706779,24
41,0.9700000000000001,372,0.9766047509438001,373.70612585585076,364,11,0.006604750943799975,1.7061258558507575,27
42,0.9700000000000001,372,0.9721006233941863,374.60414730652707,363,10,0.002100623394186263,2.604147306527068,26
43,0.9700000000000001,372,0.9555315497369589,371.3017853012319,353,12,0.014468450263041222,0.6982146987680835,16
44,0.9700000000000001,372,0.966464861030965,370.78673076697083,357,13,0.003535138969035123,1.2132692330291661,20
45,0.9700000000000001,372,0.9573153659427543,372.6424110764653,355,11,0.012684634057245736,0.6424110764652937,18
46,0.9700000000000001,372,0.9767967751937557,372.5953005974874,363,12,0.006796775193755655,0.5953005974873804,26
47,0.9700000000000001,372,0.9640616994210632,371.81973463696204,357,12,0.00593830057893685,0.18026536303796092,20
48,0.9700000000000001,372,0.9640616994210632,371.81973463696204,357,12,0.00593830057893685,0.18026536303796092,20
49,0.9700000000000001,372,0.9640616994210632,371.81973463696204,357,12,0.00593830057893685,0.18026536303796092,20
50,0.9700000000000001,372,0.9813340800399134,370.6777454264348,363,14,0.011334080039913319,1.3222545735652034,26
51,0.9700000000000001,372,0.9727826367249486,371.20717621831915,360,13,0.002782636724948495,0.7928237816808519,23
52,0.9700000000000001,372,0.9683141913482676,372.07861509969604,359,12,0.0016858086517325122,0.0786150996960373,22
53,0.9700000000000001,372,0.9725590373653015,372.3371924757707,361,12,0.0025590373653013865,0.3371924757706779,24
54,0.9700000000000001,372,0.9742559626064942,374.7114781232478,364,10,0.004255962606494079,2.7114781232477867,27
55,0.9700000000000001,372,0.9683141913482676,372.07861509969604,359,12,0.0016858086517325122,0.0786150996960373,22
56,0.9700000000000001,372,0.966464861030965,370.78673076697083,357,13,0.003535138969035123,1.2132692330291661,20
57,0.9700000000000001,372,0.9766047509438001,373.70612585585076,364,11,0.006604750943799975,1.7061258558507575,27
58,0.9700000000000001,372,0.9659084254159204,373.1145774064627,359,11,0.004091574584079716,1.1145774064626721,22
59,0.9700000000000001,372,0.9853728692845061,372.04150177995774,366,13,0.015372869284505986,0.04150177995774129,29
60,0.9700000000000001,372,0.955161500834906,372.5247319492379,354,11,0.014838499165094055,0.5247319492378892,17
61,0.9700000000000001,372,0.966464861030965,370.78673076697083,357,13,0.003535138969035123,1.2132692330291661,20
62,0.9700000000000001,372,0.9683141913482676,372.07861509969604,359,12,0.0016858086517325122,0.0786150996960373,22
63,0.9700000000000001,372,0.970915642030988,369.92893182447654,358,14,0.0009156420309879287,2.0710681755234646,21
64,0.9700000000000001,372,0.9767967751937557,372.5953005974874,363,12,0.006796775193755655,0.5953005974873804,26
65,0.9700000000000001,372,0.9750878887366963,370.2295129762098,360,14,0.005087888736696189,1.7704870237902242,23
66,0.9700000000000001,372,0.9650382173328674,376.62893047315197,362,8,0.004961782667132653,4.628930473151968,25
67,0.9700000000000001,372,0.9683141913482676,372.07861509969604,359,12,0.0016858086517325122,0.0786150996960373,22
68,0.9700000000000001,372,0.970678539748239,371.06722993595844,359,13,0.0006785397482389488,0.9327700640415628,22
69,0.9700000000000001,372,0.9790847360335553,371.6255861904143,363,13,0.009084736033555196,0.3744138095856897,26
70,0.9700000000000001,372,0.9576674114020567,371.43123658726637,354,12,0.012332588597943395,0.568763412733631,17
71,0.9700000000000001,372,0.970437536140385,372.20795230894475,360,12,0.00043753614038488653,0.2079523089447548,23
72,0.9700000000000001,372,0.9792535580587419,370.52870620925836,362,14,0.00925355805874184,1.4712937907416404,25
73,0.9700000000000001,372,0.961616228090944,372.87825842900486,357,11,0.008383771909056037,0.878258429004859,20
74,0.9700000000000001,372,0.9727826367249486,371.20717621831915,360,13,0.002782636724948495,0.7928237816808519,23
75,0.9700000000000001,372,0.9661889353169788,371.94920194601224,358,12,0.0038110646830212813,0.05079805398776216,21
76,0.9700000000000001,372,0.9699434329482827,374.4969295524524,362,10,5.6567051717415495e-05,2.4969295524524,25
77,0.9700000000000001,372,0.9656232159730784,374.2829358004889,360,10,0.004376784026921654,2.282935800488872,23
78,0.9700000000000001,372,0.9680514554495623,373.2328492743485,360,11,0.001948544550437803,1.2328492743484958,23
79,0.9700000000000001,372,0.9661889353169788,371.94920194601224,358,12,0.0038110646830212813,0.05079805398776216,21
80,0.9700000000000001,372,0.9725590373653015,372.3371924757707,361,12,0.0025590373653013865,0.3371924757706779,24
