sim_id,true_Pc,true_n4,fitted_Pc,fitted_n4,cd4_cd4,cd8_cd8,error_Pc,error_n4,error_cd4_cd4
0,0.82,372,0.8221879473711604,368.2006111102704,302,11,0.002187947371160459,3.7993888897295847,35
1,0.82,372,0.768141261553975,379.20706178333086,288,8,0.051858738446024955,7.2070617833308575,49
2,0.82,372,0.8068482428756015,378.154950572996,303,7,0.013151757124398422,6.154950572995972,34
3,0.82,372,0.8197767689225477,375.097973468056,306,8,0.00022323107745225723,3.0979734680560114,31
4,0.82,372,0.7801025648017359,377.81377472095744,292,8,0.03989743519826405,5.81377472095744,45
5,0.82,372,0.8070129899362846,363.50506518546524,293,13,0.012987010063715387,8.494934814534759,44
6,0.82,372,0.783042855108753,377.5188064511097,293,8,0.03695714489124691,5.518806451109697,44
7,0.82,372,0.7867232857435913,379.86795652014496,296,7,0.03327671425640866,7.867956520144958,41
8,0.82,372,0.8096617686426661,377.9687949498297,304,7,0.010338231357333805,5.968794949829714,33
9,0.82,372,0.8151138175602819,370.60098671375556,301,10,0.0048861824397180564,1.3990132862444398,36
10,0.82,372,0.8087375264593428,375.60906482378317,302,8,0.011262473540657125,3.6090648237831715,35
12,0.82,372,0.8031367544391341,375.93316025424053,300,8,0.016863245560865825,3.9331602542405335,37
13,0.82,372,0.8151138175602819,370.60098671375556,301,10,0.0048861824397180564,1.3990132862444398,36
14,0.82,372,0.842578761837944,358.00583299210666,302,16,0.02257876183794405,13.994167007893338,35
15,0.82,372,0.800568886806607,368.546204396549,294,11,0.019431113193392968,3.453795603450999,43
16,0.82,372,0.8068482428756015,378.154950572996,303,7,0.013151757124398422,6.154950572995972,34
17,0.82,372,0.7867232857435913,379.86795652014496,296,7,0.03327671425640866,7.867956520144958,41
18,0.82,372,0.8244692788345787,361.46112020900745,298,14,0.004469278834578705,10.538879790992553,39
19,0.82,372,0.8133339075998987,373.00986845236037,302,9,0.006666092400101298,1.0098684523603652,35
20,0.82,372,0.768141261553975,379.20706178333086,288,8,0.051858738446024955,7.2070617833308575,49
21,0.82,372,0.7801025648017359,377.81377472095744,292,8,0.03989743519826405,5.81377472095744,45
22,0.82,372,0.8327158929334425,368.21247999687506,306,11,0.012715892933442552,3.787520003124939,31
